id,name,type,length_km,num_points
383854747,Unnamed water,water,2.045,12
383854749,Unnamed water,water,0.877,16
383854751,Unnamed wetland,wetland,8.665,38
383854753,Unnamed wetland,wetland,6.165,42
383857979,Unnamed water,water,0.349,15
383857980,Unnamed water,water,0.635,15
383857981,Unnamed water,water,1.433,21
383857982,Unnamed water,water,0.865,25
383857984,Unnamed water,water,0.332,6
383857985,Unnamed water,water,0.338,7
383857986,Unnamed wetland,wetland,0.372,7
383857987,Unnamed wetland,wetland,0.364,9
383857990,Unnamed drain,drain,1.176,10
383858409,Unnamed water,water,1.326,32
383861893,Unnamed water,water,0.9,15
383861894,Unnamed water,water,0.153,5
383861895,Unnamed drain,drain,1.608,23
383861896,Unnamed drain,drain,1.246,18
383861897,Unnamed stream,stream,0.684,10
383947586,Unnamed water,water,1.315,15
383947588,Unnamed water,water,0.142,5
383947590,Unnamed water,water,0.152,5
383947592,Unnamed water,water,0.302,9
383959311,Unnamed drain,drain,0.524,9
384137769,Unnamed wetland,wetland,0.869,15
384137770,Unnamed water,water,0.295,5
384137771,Unnamed ditch,ditch,0.827,26
384138426,Unnamed water,water,0.211,9
384142386,Unnamed water,water,0.776,13
384142388,Unnamed water,water,0.062,7
384142412,Unnamed water,water,0.1,5
384143098,Unnamed ditch,ditch,0.21,5
384143099,Unnamed drain,drain,0.491,5
384163920,Unnamed water,water,1.785,61
384163921,Unnamed water,water,1.3,34
384164382,Unnamed water,water,0.059,12
384164383,Unnamed water,water,0.047,11
384164384,Unnamed water,water,0.036,10
384165237,Unnamed river,river,2.86,41
384165238,Unnamed water,water,0.24,9
384165239,Unnamed water,water,0.514,11
384187222,Stormwater Drain,drain,0.153,9
384187223,Unnamed drain,drain,0.18,7
384187884,Unnamed water,water,0.967,35
384202443,Unnamed river,river,1.485,34
384202445,Unnamed water,water,0.367,11
384202446,Unnamed water,water,0.106,7
384202447,Unnamed water,water,0.052,5
384202825,Unnamed water,water,0.156,7
384220315,Unnamed water,water,0.282,5
384220317,Unnamed water,water,0.118,5
384222225,Krishna Canal,canal,6.072,17
384279908,Unnamed water,water,1.36,52
384283930,Unnamed water,water,0.162,9
384284409,Unnamed water,water,1.024,17
384286139,Unnamed water,water,0.115,12
384286140,Unnamed water,water,0.055,7
384290646,Unnamed water,water,0.256,15
384306288,Unnamed water,water,5.002,88
384312064,Ayyan Kulam,water,0.409,13
384312610,Unnamed wetland,wetland,0.655,26
384364812,Kadaperi Tank,water,0.281,5
384380354,Unnamed water,water,0.183,16
384380356,Classic Farms Lake 1,water,1.074,48
384380357,Unnamed wetland,wetland,1.8,51
384380358,Unnamed wetland,wetland,13.522,208
384380415,Unnamed river,river,7.876,89
384388251,Unnamed water,water,0.253,13
384388252,Unnamed water,water,0.15,13
384388253,Unnamed water,water,0.079,13
384388254,Unnamed water,water,0.168,13
384388255,Unnamed wetland,wetland,0.59,15
384388256,Unnamed water,water,0.132,15
384388257,Unnamed water,water,0.15,15
384388258,Unnamed water,water,0.533,16
384388259,Unnamed water,water,0.371,18
384388260,Unnamed water,water,0.326,19
384388262,Unnamed water,water,0.73,20
384388264,Unnamed water,water,0.383,22
384388265,Unnamed wetland,wetland,0.514,23
384388267,Unnamed water,water,0.345,24
384388269,Unnamed water,water,1.057,24
384388270,Unnamed wetland,wetland,0.722,26
384388272,Unnamed water,water,0.649,28
384388275,Unnamed wetland,wetland,0.8,29
384388276,Unnamed water,water,0.468,31
384388277,Unnamed wetland,wetland,0.88,32
384388279,Unnamed wetland,wetland,1.255,46
384388282,Unnamed water,water,0.094,8
384388283,Unnamed water,water,0.092,8
384388284,Unnamed water,water,0.115,9
384388285,Unnamed water,water,2.558,82
384388286,Unnamed water,water,0.19,10
384388287,Unnamed water,water,0.204,11
384392595,Unnamed water,water,0.137,11
384392605,Unnamed water,water,0.166,15
384392606,Unnamed water,water,0.042,17
384392607,Unnamed water,water,0.042,17
384392608,Unnamed water,water,0.042,17
384392609,Unnamed water,water,0.042,17
384392610,Unnamed water,water,0.042,17
384392611,Unnamed water,water,0.052,17
384392612,Unnamed water,water,0.042,17
384392613,Unnamed water,water,0.042,17
384392615,Unnamed water,water,0.042,17
384392617,Unnamed water,water,0.042,17
384392620,Unnamed water,water,0.052,17
384392622,Unnamed water,water,0.042,17
384392625,Unnamed water,water,0.117,18
384394317,Kalappai Keni,water,0.25,18
384394319,Thenman Poigai Pond,water,0.385,31
384424974,Unnamed water,water,0.073,8
384427752,Unnamed water,water,0.944,35
384435866,Unnamed wetland,wetland,1.208,26
384437269,Unnamed water,water,0.052,11
384437270,Unnamed water,water,0.36,19
384437271,Unnamed water,water,0.174,21
384437272,Unnamed water,water,0.214,22
384437273,Unnamed water,water,1.354,39
384457089,Unnamed water,water,0.185,11
384467380,Unnamed water,water,0.22,13
384467381,Unnamed water,water,1.634,30
384470982,Unnamed water,water,0.422,21
384470983,Unnamed water,water,0.576,81
384472437,Unnamed water,water,1.61,73
384476259,Thirupunanthal Lake,water,0.675,26
384479651,Unnamed water,water,0.453,14
384479652,Unnamed water,water,0.366,14
384479653,Unnamed water,water,0.256,7
384479654,Unnamed water,water,0.138,5
384479655,Unnamed water,water,0.919,23
384479656,Unnamed water,water,0.186,7
384479657,Unnamed water,water,0.673,17
384479658,Unnamed water,water,0.203,8
384479659,Unnamed water,water,0.521,9
384479666,Unnamed water,water,0.31,7
384482383,Unnamed water,water,0.201,7
384482386,Unnamed water,water,0.251,10
384492635,Unnamed drain,drain,0.864,82
384530140,Unnamed water,water,0.871,122
384530141,Unnamed water,water,0.276,36
384530143,Unnamed water,water,0.511,60
384530144,Unnamed water,water,0.623,75
384530145,Unnamed water,water,0.873,88
384535003,Unnamed water,water,0.306,15
384538995,Unnamed water,water,0.255,20
384622623,Unnamed water,water,2.897,21
384622633,Unnamed water,water,0.802,17
384622634,Unnamed water,water,0.194,8
384622639,Unnamed water,water,0.121,9
384622640,Unnamed water,water,0.142,10
384622641,Unnamed water,water,0.147,24
384622643,Unnamed water,water,0.147,26
384622645,Unnamed water,water,1.404,22
384623422,Unnamed water,water,0.215,14
384623423,Unnamed water,water,0.168,14
384656746,Unnamed water,water,1.233,20
384656747,Unnamed water,water,0.725,21
384660453,Unnamed water,water,0.184,5
384677584,Unnamed water,water,0.295,6
384682188,Unnamed water,water,0.416,10
384682191,Unnamed water,water,0.3,12
384682193,Unnamed water,water,0.798,20
384707596,Unnamed water,water,1.361,49
384783098,Unnamed water,water,0.333,12
384783131,Unnamed water,water,0.258,8
384783319,Unnamed water,water,0.134,9
384783326,Unnamed water,water,0.237,5
384784387,Unnamed water,water,0.515,14
384784388,Unnamed water,water,0.611,14
384784653,Unnamed water,water,0.174,16
384785114,Unnamed water,water,0.475,21
384785115,Unnamed water,water,0.12,9
384785124,Unnamed water,water,0.358,21
384785846,Unnamed water,water,0.46,17
384785854,Unnamed water,water,0.254,12
384785855,Unnamed water,water,0.136,10
384786188,Unnamed water,water,1.253,14
384787655,Unnamed water,water,0.654,14
384790300,Unnamed water,water,0.233,8
384790301,Unnamed water,water,0.181,8
384790302,Unnamed water,water,0.216,9
384790303,Unnamed water,water,0.189,9
384790304,Unnamed water,water,0.395,10
384790335,Unnamed water,water,1.48,15
384791809,Unnamed water,water,1.651,11
384796268,Unnamed water,water,0.306,11
384799421,Unnamed water,water,0.118,7
384799422,Unnamed water,water,0.609,41
384799423,Unnamed water,water,0.132,10
384799424,Unnamed water,water,0.091,7
384801134,Unnamed water,water,0.79,29
384801207,Unnamed water,water,0.388,23
384806324,Unnamed water,water,0.269,5
384806375,Unnamed water,water,0.198,5
384807075,Unnamed water,water,0.169,11
384807076,Unnamed water,water,0.161,14
384807077,Unnamed water,water,0.37,21
384807078,Unnamed water,water,0.166,16
384807082,Unnamed water,water,1.263,22
384807083,Unnamed water,water,0.852,11
384811778,Unnamed water,water,0.211,9
384811807,Unnamed water,water,0.294,13
384811808,Unnamed water,water,0.519,16
384811809,Unnamed water,water,0.14,17
384811811,Unnamed water,water,0.176,12
384811812,Unnamed water,water,0.155,9
384811817,Unnamed water,water,0.573,34
384815911,Unnamed water,water,0.282,12
384815918,Unnamed water,water,0.265,12
384821563,Unnamed water,water,0.366,22
384821602,Unnamed water,water,0.323,15
384821604,Unnamed water,water,0.373,10
384822677,Unnamed water,water,0.289,11
384822678,Unnamed water,water,1.606,26
384824294,Unnamed water,water,2.523,18
384824295,Unnamed water,water,1.055,7
384824296,Unnamed water,water,0.52,12
384824881,Unnamed water,water,0.54,12
384824882,Unnamed water,water,3.449,32
384829634,Unnamed water,water,1.052,7
384836620,Unnamed water,water,0.095,6
384836621,Unnamed water,water,0.361,11
384836634,Unnamed water,water,0.199,15
384838253,Unnamed water,water,0.193,19
384853644,Unnamed water,water,2.243,19
384853661,Unnamed water,water,0.378,14
384853662,Unnamed water,water,2.33,15
384854734,Unnamed water,water,4.163,18
384855646,Unnamed water,water,0.396,7
384856953,Unnamed water,water,0.135,5
384866022,Unnamed water,water,0.273,7
384866024,Unnamed water,water,0.242,5
384869422,Arachi Lake,water,0.69,15
384870773,Unnamed water,water,0.218,5
384941944,Unnamed water,water,0.184,13
384941945,Unnamed water,water,0.215,14
384941946,Unnamed water,water,0.447,16
384941947,Unnamed water,water,0.138,31
384941948,Unnamed water,water,0.974,37
384941949,Unnamed water,water,0.975,39
384941950,Unnamed water,water,0.185,5
384941951,Unnamed water,water,0.208,41
384956627,Unnamed water,water,0.313,11
384956628,Unnamed water,water,0.152,7
384956629,Unnamed water,water,0.42,9
384969569,Unnamed water,water,0.141,12
384971176,Unnamed water,water,1.738,13
384972833,Unnamed water,water,0.097,5
384972834,Unnamed water,water,0.09,5
384972835,Unnamed water,water,0.089,5
384972836,Unnamed water,water,0.089,5
384972837,Unnamed water,water,0.1,5
384972838,Unnamed water,water,0.1,5
384972839,Unnamed water,water,0.094,5
384972840,Unnamed water,water,0.086,5
384972841,Unnamed water,water,0.128,5
384972842,Unnamed water,water,0.108,5
384972862,Unnamed water,water,0.121,5
384975433,Unnamed water,water,0.19,8
384975750,Unnamed water,water,0.107,5
384975751,Unnamed water,water,0.11,5
384975752,Unnamed water,water,0.082,5
384975753,Unnamed water,water,0.084,5
384975754,Unnamed water,water,0.068,5
384975755,Unnamed water,water,0.063,5
384975756,Unnamed water,water,0.06,5
384975757,Unnamed water,water,0.077,5
384975758,Unnamed water,water,0.09,5
385000408,Unnamed water,water,0.587,39
385002770,Unnamed water,water,0.123,5
385006228,Unnamed water,water,0.345,98
385006990,Unnamed water,water,0.298,11
385008102,Unnamed water,water,0.286,5
385008764,Unnamed water,water,0.162,11
385008774,Unnamed water,water,0.093,9
385009173,Unnamed water,water,0.126,6
385009467,Unnamed water,water,0.219,16
385009468,Unnamed water,water,0.33,24
385009488,Unnamed water,water,0.154,14
385010305,Unnamed water,water,0.063,7
385010306,Unnamed water,water,0.1,8
385010307,Unnamed water,water,0.076,9
385027263,Unnamed wetland,wetland,1.621,34
385030602,Unnamed water,water,0.232,6
385032247,Unnamed water,water,0.28,11
385065000,Unnamed water,water,0.323,9
385065002,Unnamed water,water,0.222,5
385065003,Unnamed water,water,0.223,5
385065004,Unnamed water,water,0.68,6
385065005,Unnamed water,water,0.543,7
385065006,Unnamed water,water,0.271,5
385080548,Unnamed water,water,0.318,8
385080552,Unnamed water,water,0.209,7
385083618,Unnamed water,water,0.248,7
385083619,Unnamed water,water,0.263,6
385083683,Unnamed water,water,0.417,10
385083691,Unnamed drain,drain,3.261,51
385083692,Unnamed stream,stream,0.426,8
385096915,Unnamed water,water,0.329,12
385096939,Unnamed water,water,0.172,5
385098284,Unnamed water,water,0.2,5
385101997,Unnamed water,water,0.25,9
385104900,Unnamed water,water,0.625,6
385106823,Unnamed water,water,0.234,9
385113169,Unnamed water,water,0.175,13
385114343,Unnamed water,water,1.481,22
385114344,Unnamed water,water,0.736,10
385116783,Unnamed water,water,0.327,5
385119983,Unnamed water,water,0.297,5
385119989,Unnamed water,water,0.132,8
385119990,Unnamed water,water,0.185,5
385119991,Unnamed water,water,0.285,6
385119992,Unnamed water,water,0.321,10
385119994,Unnamed water,water,0.254,12
385119995,Unnamed water,water,0.451,5
385119996,Unnamed water,water,0.305,10
385119997,Unnamed water,water,0.213,10
385119998,Unnamed water,water,0.221,11
385120544,Unnamed water,water,0.157,9
385123330,Unnamed water,water,0.269,12
385124444,Unnamed water,water,0.267,8
385124447,Unnamed water,water,0.28,7
385137493,Unnamed water,water,0.167,5
385143212,Unnamed wetland,wetland,0.92,27
385151310,Unnamed water,water,0.511,9
385175925,Unnamed water,water,0.277,18
385229043,Unnamed water,water,0.417,19
385243947,Unnamed water,water,0.316,7
385243948,Unnamed wetland,wetland,1.159,17
385261394,Unnamed water,water,0.188,5
385262522,Unnamed water,water,0.355,5
385262523,Unnamed water,water,0.326,5
385263776,Unnamed wetland,wetland,0.543,11
385273227,Unnamed water,water,0.237,12
385273428,Unnamed water,water,0.216,13
385277686,Unnamed water,water,0.217,12
385277919,Unnamed water,water,0.111,5
385279994,Unnamed canal,canal,0.307,21
385279995,Unnamed canal,canal,0.718,34
385287761,Unnamed water,water,0.21,11
385333595,Unnamed stream,stream,0.467,35
385347044,Unnamed water,water,0.108,9
385347045,Unnamed water,water,0.158,13
385347046,Unnamed stream,stream,0.201,15
385347051,Unnamed water,water,0.245,15
385347250,Unnamed water,water,0.148,8
385347253,Unnamed water,water,0.206,10
385347255,Unnamed water,water,0.476,15
385347256,Unnamed water,water,0.15,8
385367114,Unnamed water,water,0.299,8
385367115,Unnamed wetland,wetland,0.659,20
385376054,Unnamed water,water,0.265,11
385380935,Unnamed water,water,0.515,14
385387832,Unnamed water,water,0.185,13
385398978,Unnamed water,water,0.301,10
385398979,Unnamed water,water,0.242,7
385401868,Unnamed water,water,0.335,5
385401876,Unnamed wetland,wetland,0.19,6
385401877,Unnamed water,water,0.203,6
385401881,Unnamed water,water,0.776,8
385401885,Unnamed water,water,0.288,9
385417118,Unnamed water,water,0.64,20
385420125,Unnamed water,water,0.113,13
385420569,Unnamed water,water,0.358,16
385420570,Unnamed water,water,0.569,17
385422555,Unnamed water,water,0.612,12
385422795,Unnamed water,water,1.43,35
385422797,Unnamed water,water,0.243,14
385458655,Unnamed stream,stream,0.948,46
385484716,Unnamed water,water,0.245,14
385496638,Unnamed canal,canal,0.582,29
385496639,Unnamed water,water,0.359,23
385496672,Unnamed water,water,0.318,18
385497552,Unnamed water,water,1.303,69
385541519,Unnamed water,water,0.11,5
385542594,Unnamed water,water,0.165,20
385542602,Unnamed water,water,0.115,11
385542605,Unnamed water,water,0.116,20
385543440,Unnamed water,water,0.177,9
385543447,Unnamed water,water,0.326,22
385543453,Unnamed water,water,0.16,12
385545773,Unnamed water,water,0.13,14
385545774,Unnamed stream,stream,0.213,13
385545775,Unnamed water,water,0.166,24
385546795,Unnamed water,water,0.967,17
385567141,Unnamed wetland,wetland,2.069,46
385608262,Unnamed water,water,0.145,16
385623051,Unnamed stream,stream,0.432,33
385625356,Unnamed water,water,0.337,7
385625844,Unnamed water,water,0.154,5
385630662,Unnamed water,water,0.146,14
385630664,Unnamed water,water,0.172,14
385630666,Unnamed water,water,0.415,25
385630668,Unnamed water,water,0.888,41
385630675,Unnamed canal,canal,6.916,68
385632004,Unnamed water,water,0.364,20
385632005,Unnamed water,water,0.104,8
385698697,Unnamed water,water,0.21,14
385698711,Unnamed water,water,0.21,12
385706159,Unnamed water,water,0.253,6
385706160,Unnamed water,water,0.12,5
385707490,Udayar Palayam Nagar Pond - II,water,0.312,8
385708533,Unnamed water,water,0.203,11
385708837,Zone Office Pond,water,0.42,10
385711964,Unnamed water,water,0.133,7
385785249,Unnamed water,water,0.241,9
385786074,Unnamed water,water,0.156,5
385786366,Vengaivasal Lake,water,0.97,118
385787493,Uthu Kulam,water,0.219,7
385862780,Unnamed ditch,ditch,0.058,2
385862823,Unnamed ditch,ditch,0.013,2
385863726,Unnamed ditch,ditch,0.061,2
385863779,Unnamed ditch,ditch,0.11,3
385863805,Unnamed ditch,ditch,0.019,2
385863837,Unnamed ditch,ditch,0.067,2
385863947,Unnamed ditch,ditch,0.178,6
385865322,Unnamed ditch,ditch,0.619,15
385882919,Unnamed water,water,0.224,14
385885894,Unnamed water,water,0.762,71
385885895,Unnamed water,water,0.712,70
385885896,Unnamed water,water,1.127,93
385885897,Unnamed water,water,0.261,28
385885898,Unnamed water,water,0.435,41
385885900,Unnamed water,water,0.174,21
385885908,Unnamed water,water,0.141,17
385921196,Unnamed water,water,0.259,5
385921198,Unnamed canal,canal,0.404,8
385922220,Unnamed water,water,0.162,5
385922228,Unnamed water,water,0.189,5
385922229,Unnamed water,water,0.406,19
385960717,Unnamed water,water,0.08,10
385960719,Unnamed water,water,2.791,191
386174592,Unnamed water,water,0.088,5
386174593,Unnamed water,water,0.443,37
386174602,Unnamed water,water,0.204,17
386174614,Unnamed water,water,0.167,12
386175569,Unnamed water,water,0.231,16
386175570,Unnamed water,water,0.227,16
386175576,Unnamed water,water,0.231,24
386175577,Unnamed water,water,0.143,15
386177015,Unnamed water,water,0.057,7
386177016,Unnamed water,water,0.093,10
386177017,Unnamed water,water,0.337,25
386177018,Unnamed water,water,0.092,10
386177029,Unnamed water,water,0.176,14
386177053,Unnamed water,water,0.089,9
386178084,Unnamed water,water,0.176,9
386178092,Unnamed water,water,0.134,12
386178101,Unnamed water,water,0.222,14
386178107,Unnamed water,water,0.096,12
386193730,Kamarajapuram Pond,water,0.199,16
386202907,Unnamed ditch,ditch,0.214,3
386202930,Unnamed ditch,ditch,0.095,3
386203121,Unnamed ditch,ditch,0.105,3
386240169,Unnamed water,water,0.204,12
386241734,Unnamed water,water,0.126,8
386241735,Unnamed water,water,0.109,9
386241736,Unnamed water,water,0.115,11
386241737,Unnamed water,water,0.128,9
386241738,Unnamed water,water,0.144,11
386241755,Unnamed water,water,0.308,15
386241791,Unnamed water,water,0.121,10
386241803,Unnamed water,water,0.14,11
386241806,Unnamed water,water,0.157,12
386242730,Unnamed water,water,0.247,12
386242739,Unnamed water,water,0.093,8
386242740,Unnamed water,water,0.062,7
386393827,Unnamed water,water,0.411,12
386500119,Underpass,drain,0.033,2
386635415,Unnamed ditch,ditch,0.056,2
386635473,Unnamed ditch,ditch,0.076,2
386635479,Unnamed ditch,ditch,0.044,2
388671538,Unnamed stream,stream,0.132,4
388923026,Unnamed water,water,0.145,25
388923634,Unnamed water,water,0.158,17
388923635,Unnamed water,water,0.139,19
388923636,Unnamed water,water,0.28,23
388923637,Unnamed water,water,0.417,26
389023250,Unnamed water,water,0.553,21
389023251,Unnamed water,water,0.346,14
389023987,Unnamed water,water,0.202,10
389024155,Unnamed water,water,0.146,10
389024511,Unnamed water,water,0.132,9
389024516,Unnamed water,water,0.159,8
389024819,Unnamed water,water,0.167,5
389025497,Unnamed water,water,0.202,17
389025498,Kilangal Kulam,water,0.244,6
389361172,Unnamed ditch,ditch,0.027,3
389361183,Unnamed ditch,ditch,0.043,4
389361188,Unnamed ditch,ditch,0.044,3
389427335,Unnamed water,water,0.162,16
389427336,Unnamed water,water,0.121,11
389427342,Mangeni Kulam,water,0.217,15
389427343,Unnamed water,water,0.233,17
389427344,Unnamed water,water,0.19,13
389427829,Unnamed water,water,0.162,5
389428126,Unnamed water,water,0.25,13
389428129,Unnamed water,water,0.18,16
389428130,Vannan Kulam,water,0.199,16
389502833,Unnamed water,water,0.353,5
389502838,Unnamed water,water,0.093,11
389505670,Unnamed water,water,0.209,13
389566872,Unnamed ditch,ditch,0.095,6
390025494,Unnamed ditch,ditch,1.37,17
390025543,Unnamed ditch,ditch,1.016,15
390483604,Unnamed water,water,24.035,310
391171619,Unnamed ditch,ditch,0.122,4
391171636,Unnamed ditch,ditch,0.009,2
391206980,Unnamed ditch,ditch,0.073,5
395753069,Thandurai Pond Lake,water,0.272,16
428432225,Unnamed water,water,0.288,7
438356563,Periyakeni Kulam,water,0.295,5
442874728,Unnamed water,water,0.403,11
442874729,Unnamed water,water,0.29,14
442879145,Unnamed water,water,0.251,12
442879146,Unnamed water,water,0.342,27
442879147,Unnamed water,water,0.182,5
459809120,Unnamed water,water,0.222,30
459809124,Unnamed water,water,0.146,64
462707034,Unnamed water,water,0.108,5
462897296,Yethakullam,water,0.229,39
462900584,Jayaramapuram Village Pond,water,0.119,15
462909810,Vanipakkam Lake,water,1.216,36
462909811,NALLUR ERIKARAI,water,1.013,24
462909812,NALLUR ERIKARAII,water,3.651,100
462909813,Nallur Kammarvaripallayam Canal,canal,1.001,22
469943984,Unnamed water,water,0.088,5
474187378,Unnamed drain,drain,1.644,15
479690974,MF sanskriti,water,0.03,5
479690975,Swamp,wetland,0.342,11
479690978,Niot,water,0.051,5
480222397,Unnamed water,water,0.19,5
480348830,Unnamed water,water,0.243,5
480351139,Unnamed water,water,0.843,6
482969237,Unnamed water,water,0.184,5
490995272,Chanthira Sekaran Avenue Lake,water,0.274,5
535357165,Unnamed drain,drain,0.074,3
535357166,Unnamed drain,drain,0.08,2
535357171,Unnamed drain,drain,0.106,2
535357174,Unnamed drain,drain,0.096,2
535357187,Unnamed drain,drain,0.045,2
535357238,Unnamed drain,drain,0.159,4
535357239,Unnamed drain,drain,0.022,2
540171888,Unnamed water,water,0.158,5
540330950,Unnamed water,water,0.337,7
540334058,Water Pond,water,0.237,10
540336526,Unnamed water,water,0.186,7
540377381,Pattabiram Pond,water,0.221,8
544501046,Perungudi Panchayat Pond,water,0.224,6
554596475,Sathya lake,water,0.366,5
554919774,Unnamed water,water,0.47,6
554923682,Unnamed water,water,0.558,5
554923683,Unnamed water,water,0.553,5
554923684,Unnamed water,water,0.144,31
554923685,Unnamed water,water,0.148,31
554923686,Unnamed water,water,0.14,31
554923687,Unnamed water,water,0.14,31
554923688,Unnamed water,water,0.14,31
554923689,Unnamed water,water,0.14,31
556025300,Unnamed water,water,0.298,25
556042015,Unnamed water,water,0.463,7
556044367,Unnamed water,water,0.219,34
556044371,Unnamed water,water,0.202,27
556414706,Unnamed water,water,0.25,8
556414712,Dharmarajapuram Vannan Kulam,water,0.18,5
558926037,Kallu Kuttai Lake,water,0.078,6
558926040,Dhandeeshwaram Temple Tank,water,0.12,5
558926042,Appalang Kulam,water,0.513,20
595453143,Vembuliamman Koil Pond,water,0.134,5
595609706,Unnamed water,water,1.606,34
595611907,Unnamed water,water,3.016,44
595611908,Unnamed water,water,0.624,15
595615727,Kannagi Nagar Kulam,water,0.503,12
595615728,Unnamed water,water,0.58,25
595615729,Panchavan Kuttai,water,0.212,12
595615730,Unnamed water,water,0.261,17
595615731,Unnamed water,water,0.714,23
595615732,Unnamed water,water,2.387,45
595619341,Unnamed water,water,1.084,18
595619344,Unnamed water,water,0.224,8
595619345,Unnamed water,water,0.295,11
595625973,Unnamed water,water,0.55,5
595625974,Unnamed water,water,0.618,17
595626698,Unnamed water,water,0.088,5
595626700,Unnamed water,water,0.789,24
595645437,Unnamed water,water,0.466,19
595645452,Unnamed stream,stream,0.951,36
595654755,Unnamed water,water,0.575,22
597421167,Unnamed water,water,0.616,16
597441920,Unnamed drain,drain,0.78,29
599157658,Unnamed ditch,ditch,0.077,4
614283330,Unnamed water,water,0.164,14
618604817,Unnamed canal,canal,0.429,13
618621965,Unnamed water,water,2.162,29
620333897,Unnamed water,water,0.474,9
620333898,Unnamed water,water,0.222,9
620333899,Unnamed water,water,0.236,9
620333900,Unnamed water,water,1.068,30
620333901,Unnamed water,water,0.716,22
620333902,Unnamed water,water,1.238,25
620705900,Unnamed canal,canal,0.18,6
620713310,Unnamed water,water,0.176,9
620713325,Unnamed canal,canal,1.907,24
620713926,Unnamed water,water,0.267,5
620713927,Unnamed water,water,0.262,5
620717220,Unnamed water,water,0.679,20
620724466,Unnamed water,water,3.141,80
620725768,Unnamed water,water,0.252,7
620725775,Unnamed water,water,0.215,12
620727612,Unnamed drain,drain,0.64,11
620730446,Unnamed stream,stream,1.993,45
620731613,Unnamed water,water,1.359,12
625552782,Unnamed water,water,0.26,11
625552785,Unnamed water,water,1.329,21
625552789,Unnamed water,water,0.22,13
625556027,Unnamed water,water,0.199,11
625556028,Unnamed water,water,0.531,14
625556029,Unnamed water,water,0.41,13
625556030,Unnamed water,water,0.072,8
625556031,Unnamed water,water,0.145,16
625556034,Unnamed water,water,0.4,18
625564658,Madras Fertilizers Pond,water,0.389,11
633624184,Unnamed water,water,0.473,5
633624185,Unnamed water,water,0.254,6
637279655,Unnamed stream,stream,0.083,2
637279656,Unnamed stream,stream,0.49,4
637279657,Unnamed stream,stream,0.142,2
637279658,Unnamed stream,stream,0.516,5
640486160,Unnamed stream,stream,0.146,4
640486162,Unnamed drain,drain,0.038,2
640486163,Unnamed drain,drain,0.265,6
640486164,Unnamed stream,stream,0.065,2
640486165,Unnamed stream,stream,2.209,13
641905999,Unnamed water,water,2.632,21
642838229,Unnamed water,water,0.324,16
642838232,Unnamed water,water,0.916,52
642838233,Unnamed drain,drain,0.727,12
642838234,Unnamed drain,drain,0.3,5
642838235,Unnamed drain,drain,0.192,3
642840217,Unnamed water,water,0.24,9
642840218,Unnamed drain,drain,0.788,12
642840219,Unnamed drain,drain,0.578,8
642845321,Unnamed water,water,0.153,6
642845322,Unnamed water,water,0.184,9
642845340,Unnamed water,water,0.294,6
642847421,Unnamed water,water,0.342,12
642850680,Unnamed water,water,0.389,15
642850681,Unnamed water,water,2.085,60
642850684,Unnamed water,water,0.977,32
642854175,Unnamed river,river,1.458,23
642861359,Unnamed water,water,0.161,8
642869978,Unnamed water,water,0.312,9
642874822,Unnamed water,water,1.106,13
642877313,Unnamed water,water,3.538,36
642877315,Unnamed water,water,1.315,16
642877316,Unnamed water,water,1.122,16
642877317,Unnamed water,water,2.174,35
642880074,Unnamed water,water,0.209,6
642880075,Unnamed water,water,0.287,7
642880079,Unnamed water,water,0.133,6
642880080,Unnamed water,water,0.171,8
642880082,Unnamed river,river,1.291,32
642880084,Unnamed water,water,1.558,33
642880740,Unnamed water,water,1.51,29
642884428,Unnamed water,water,0.542,15
642884430,Unnamed water,water,1.077,26
642884433,Unnamed water,water,1.359,25
642884435,Unnamed water,water,0.291,13
642889008,Unnamed river,river,2.983,44
643528608,Unnamed drain,drain,1.182,49
643528612,Unnamed drain,drain,0.25,14
643528618,Unnamed drain,drain,1.018,18
643528635,Unnamed stream,stream,10.195,68
643533209,Unnamed drain,drain,0.255,10
643533398,Unnamed water,water,1.13,18
645717391,Unnamed water,water,0.205,9
645720480,Unnamed drain,drain,0.55,21
650554713,Unnamed water,water,0.446,5
650554714,Unnamed water,water,0.379,5
650596076,Unnamed water,water,0.216,7
650596102,Unnamed water,water,0.364,5
650596146,Unnamed water,water,1.172,19
650598572,Unnamed water,water,0.206,6
650598573,Unnamed water,water,0.277,17
650598579,Unnamed water,water,2.638,13
650602413,Unnamed drain,drain,0.351,7
650602415,Unnamed drain,drain,0.451,19
650602417,Unnamed water,water,0.23,5
650602429,Unnamed water,water,0.835,20
650607195,Unnamed drain,drain,0.157,4
652928123,Unnamed water,water,0.55,11
652928124,Unnamed water,water,0.324,8
652928125,Unnamed water,water,0.381,14
652928126,Unnamed water,water,1.046,35
652928127,Unnamed water,water,0.209,13
652928129,Unnamed water,water,0.256,12
652928130,Unnamed water,water,0.276,13
652931400,Unnamed drain,drain,0.3,13
660323547,Unnamed water,water,0.249,5
660653291,Unnamed water,water,0.312,5
660655190,Unnamed water,water,0.368,41
661094629,Vettamani Lake,water,0.921,17
661094630,Uppu Kulam,water,0.155,9
661094631,Sathankadu Lake,water,2.473,12
661094632,Harikrishnapuram Lake,water,0.22,14
661094633,Burma Nagar Reservoir,water,0.211,5
661094634,Vadivudaiyamman Koil Kulam,water,0.066,5
